company,category,address,city,district,postalCode,phone,email,all_emails,website,domain,rating,reviews,priority_score,placeId,url,searchString
Hegron Car Autószerviz,Autójavító,"Budapest, Gubacsi út 23, 1097 Magyarország",Budapest,IX. kerület,1097,+36 1 216 1987,info@hegron.hu,info@hegron.hu,http://hegron.hu/,hegron.hu,4.6,165,211.0,ChIJc7fqJRjdQUcR7ybbrRVbj_k,https://www.google.com/maps/search/?api=1&query=Hegron%20Car%20Aut%C3%B3szerviz&query_place_id=ChIJc7fqJRjdQUcR7ybbrRVbj_k,műszaki vizsga
Gomma kft,Gumiabroncs-szaküzlet,"Budapest, Helsinki út 106, 1238 Magyarország",Budapest,XXIII. kerület,1238,+36 30 994 3581,info@gomma.hu,info@gomma.hu,http://gomma.hu/kapcsolat.html,gomma.hu,4.6,163,209.0,ChIJSVqLphvoQUcRzATLohCkaAw,https://www.google.com/maps/search/?api=1&query=Gomma%20kft&query_place_id=ChIJSVqLphvoQUcRzATLohCkaAw,gumiszerviz
M5 Autószerviz Kft.,Autójavító,"Budapest, Ipacsfa u. 12, 1181 Magyarország",Budapest,XVIII. kerület,1181,+36 1 294 5893,m5autoszerviz@gmail.com,m5autoszerviz@gmail.com,http://www.m5m.hu/,m5m.hu,4.7,160,207.0,ChIJ8yZT53LCQUcRkpv7UFdGEYQ,https://www.google.com/maps/search/?api=1&query=M5%20Aut%C3%B3szerviz%20Kft.&query_place_id=ChIJ8yZT53LCQUcRkpv7UFdGEYQ,autó szerviz
Profil DC. Bt.,Autószerelő,"Budapest, Szabóky Rezső u. 18, 1238 Magyarország",Budapest,XXIII. kerület,1238,+36 30 491 2020,info@webtar.hu,szervokormanymu@gmail.com;info@webtar.hu,http://www.kormanymu.hu/,kormanymu.hu,4.6,159,205.0,ChIJC3EzEDjoQUcRnE7xGsDE5EM,https://www.google.com/maps/search/?api=1&query=Profil%20DC.%20Bt.&query_place_id=ChIJC3EzEDjoQUcRnE7xGsDE5EM,műszaki vizsga
Duna Autó Peugeot,Autószerelő,"Budapest, Szőlőkert u. 8, 1037 Magyarország",Budapest,III. kerület,1037,+36 1 801 4010,info@dunaauto.hu,info@dunaauto.hu,http://dunaauto.hu/peugeot,dunaauto.hu,4.3,159,202.0,ChIJS9mo3nLZQUcRQxR-cIrHiys,https://www.google.com/maps/search/?api=1&query=Duna%20Aut%C3%B3%20Peugeot&query_place_id=ChIJS9mo3nLZQUcRQxR-cIrHiys,autó szerviz
LESTI AKKU Akkumulátor Szaküzlet és Szerviz,Akkumulátorbolt,"Budapest, Nagykőrösi út 4, 1188 Magyarország",Budapest,XVIII. kerület,1188,+36 20 438 8762,lesti.laszlo@lestiakku.hu,lesti.laszlo@lestiakku.hu;support@webonic.hu,http://lestiakku.hu/,lestiakku.hu,4.6,156,202.0,ChIJrf-SIeHpQUcRFE830CCTyhM,https://www.google.com/maps/search/?api=1&query=LESTI%20AKKU%20Akkumul%C3%A1tor%20Szak%C3%BCzlet%20%C3%A9s%20Szerviz&query_place_id=ChIJrf-SIeHpQUcRFE830CCTyhM,autó szerviz
Tímár Motors Kft.,Autójavító,"Budapest, Irányi Dániel u. 2, 1047 Magyarország",Budapest,IV. kerület,1047,+36 30 940 3358,timarmotors@timarmotors.hu,timarmotors@timarmotors.hu,http://www.timarmotors.hu/,timarmotors.hu,4.5,154,199.0,ChIJsZg_GRnaQUcRub4Rqwx_J9U,https://www.google.com/maps/search/?api=1&query=T%C3%ADm%C3%A1r%20Motors%20Kft.&query_place_id=ChIJsZg_GRnaQUcRub4Rqwx_J9U,autó szerviz
Dr. FÉNY autófényező és karosszériajavító - az intelligens autójavítás!,Autójavító,"Budapest, Csillaghegyi út 23, 1037 Magyarország",Budapest,III. kerület,1037,+36 30 947 4056,info@drfeny.hu,info@drfeny.hu,http://drfeny.hu/,drfeny.hu,4.9,149,198.0,ChIJPW5r0ivZQUcRdUAyC1DbxQE,https://www.google.com/maps/search/?api=1&query=Dr.%20F%C3%89NY%20aut%C3%B3f%C3%A9nyez%C5%91%20%C3%A9s%20karossz%C3%A9riajav%C3%ADt%C3%B3%20-%20az%20intelligens%20aut%C3%B3jav%C3%ADt%C3%A1s!&query_place_id=ChIJPW5r0ivZQUcRdUAyC1DbxQE,autójavítás
Zsó-Autópark Kft.,Autószerelő,"Budapest, Rákospalotai határút 145, 1162 Magyarország",Budapest,XVI. kerület,1162,+36 20 939 3949,autojavit@gmail.com,autojavit@gmail.com,http://www.autojavitas.net/,autojavitas.net,4.8,150,198.0,ChIJg_pm5SrbQUcREZPRZ_5e88o,https://www.google.com/maps/search/?api=1&query=Zs%C3%B3-Aut%C3%B3park%20Kft.&query_place_id=ChIJg_pm5SrbQUcREZPRZ_5e88o,autójavítás
Eredetvizsga állomás II. kerület Vin Best,Autóellenőrző állomás,"Budapest, Alsó Törökvész út 5, 1022 Magyarország",Budapest,II. kerület,1022,+36 70 242 9575,info@eredetvizsga-budapest.hu,info@eredetvizsga-budapest.hu,http://www.eredetvizsga-budapest.hu/,eredetvizsga-budapest.hu,4.9,148,197.0,ChIJFYCCC0bfQUcRo9jbMBvfZvo,https://www.google.com/maps/search/?api=1&query=Eredetvizsga%20%C3%A1llom%C3%A1s%20II.%20ker%C3%BClet%20Vin%20Best&query_place_id=ChIJFYCCC0bfQUcRo9jbMBvfZvo,műszaki vizsga
"Extra Auto Kft. - autószerviz, műszaki vizsga, autóriasztó, autóklíma, ózonos fertőtlenítés",Autószerelő,"Budapest, Temesvár u. 19-21, 1116 Magyarország",Budapest,XI. kerület,1116,+36 30 991 4063,extraautokft@gmail.com,extraautokft@gmail.com,https://extraautoszerviz.hu/,extraautoszerviz.hu,4.8,148,196.0,ChIJlTeKdq3dQUcREJs0e-BqtzU,https://www.google.com/maps/search/?api=1&query=Extra%20Auto%20Kft.%20-%20aut%C3%B3szerviz%2C%20m%C5%B1szaki%20vizsga%2C%20aut%C3%B3riaszt%C3%B3%2C%20aut%C3%B3kl%C3%ADma%2C%20%C3%B3zonos%20fert%C5%91tlen%C3%ADt%C3%A9s&query_place_id=ChIJlTeKdq3dQUcREJs0e-BqtzU,autóklíma szerviz
Klíma Tiszt,Klíma- és fűtésszerelő,"Budapest, Rátz László u. 52, 1119 Magyarország",Budapest,XI. kerület,1119,+36 30 461 8513,info@klimatiszt.hu,info@klimatiszt.hu,http://www.klimatiszt.hu/,klimatiszt.hu,4.9,145,194.0,ChIJ3cY8nwkXQkcRZMy8JbTQlak,https://www.google.com/maps/search/?api=1&query=Kl%C3%ADma%20Tiszt&query_place_id=ChIJ3cY8nwkXQkcRZMy8JbTQlak,autóklíma szerviz
Car-Őr,Autóriasztók,"Budapest, Csömöri út 203, 1162 Magyarország",Budapest,XVI. kerület,1162,+36 20 591 2291,info@caror.hu,info@caror.hu,http://www.caror.hu/,caror.hu,4.8,145,193.0,ChIJUe316NHEQUcR-wId7Rao5wY,https://www.google.com/maps/search/?api=1&query=Car-%C5%90r&query_place_id=ChIJUe316NHEQUcR-wId7Rao5wY,autó szerviz
Campona gumiszerviz,Autógumi,"Budapest, Nagytétényi út 37-43, 1223 Magyarország",Budapest,XXII. kerület,,+36 70 602 2336,camponagumi@gmail.com,camponagumi@gmail.com,https://camponagumi.hu/,camponagumi.hu,4.5,146,191.0,ChIJExip_annQUcRFASFVShDo6A,https://www.google.com/maps/search/?api=1&query=Campona%20gumiszerviz&query_place_id=ChIJExip_annQUcRFASFVShDo6A,gumiszerviz
Mobilgumis- nonstop,Autógumi,"Budapest, Bécsi út 321, fsz 1, 1037 Magyarország",Budapest,III. kerület,1037,+36 70 619 5491,mobilgumisom@gmail.com,mobilgumisom@gmail.com,https://mobilgumisom.hu/,mobilgumisom.hu,4.9,140,189.0,ChIJv5p3H53ZQUcROstVVRlSyp4,https://www.google.com/maps/search/?api=1&query=Mobilgumis-%20nonstop&query_place_id=ChIJv5p3H53ZQUcROstVVRlSyp4,gumiszerviz
Véműhely Amerikai és Márkafüggetlen Autószerviz.,Autószerelő,"Budapest, Egressy út 25, 1149 Magyarország",Budapest,XIV. kerület,1149,+36 20 418 3006,info@vmuhely.hu,info@vmuhely.hu,https://vmuhely.hu/,vmuhely.hu,4.7,142,189.0,ChIJF0OzjD3dQUcRDbJ_RMUZXJk,https://www.google.com/maps/search/?api=1&query=V%C3%A9m%C5%B1hely%20Amerikai%20%C3%A9s%20M%C3%A1rkaf%C3%BCggetlen%20Aut%C3%B3szerviz.&query_place_id=ChIJF0OzjD3dQUcRDbJ_RMUZXJk,műszaki vizsga
Rolling Trade,Sofőrszolgálat,"Budapest, Védgát u. 8, 1215 Magyarország",Budapest,XXI. kerület,1215,+36 1 278 4070,info@rollingtrade.hu,info@rollingtrade.hu,http://www.rollingtrade.hu/,rollingtrade.hu,4.7,140,187.0,ChIJXf1p5FndQUcRgr6dXKwb5Ro,https://www.google.com/maps/search/?api=1&query=Rolling%20Trade&query_place_id=ChIJXf1p5FndQUcRgr6dXKwb5Ro,műszaki vizsga
0-24 Comfort Mobil Gumiszerviz Újbuda,Autógumi,"Budapest, Nándorfejérvári út 8, 1117 Magyarország",Budapest,XI. kerület,1117,+36 30 168 0565,comfortgumiszerviz@gmail.com,comfortgumiszerviz@gmail.com,https://comfortgumiszerviz.hu/,comfortgumiszerviz.hu,5.0,136,186.0,ChIJac3PdyTdQUcRHA-3PizxpK4,https://www.google.com/maps/search/?api=1&query=0-24%20Comfort%20Mobil%20Gumiszerviz%20%C3%9Ajbuda&query_place_id=ChIJac3PdyTdQUcRHA-3PizxpK4,gumi csere
Cordial eredetiségvizsgálat,Autóellenőrző állomás,"Budapest, Üllői út 783, 1182 Magyarország",Budapest,XVIII. kerület,1182,+36 30 330 1366,krisztian.kocsis86@gmail.com,krisztian.kocsis86@gmail.com,https://cordialeredetvizsga.hu/,cordialeredetvizsga.hu,4.9,136,185.0,ChIJ6eX2s0vBQUcR7XD3DC1R6cI,https://www.google.com/maps/search/?api=1&query=Cordial%20eredetis%C3%A9gvizsg%C3%A1lat&query_place_id=ChIJ6eX2s0vBQUcR7XD3DC1R6cI,műszaki vizsga
Ford Rácz Mobil & Saab Service,Autószerelő,"Budapest, Bojtár u. 52, 1037 Magyarország",Budapest,III. kerület,1037,+36 1 368 8661,info@fordracz.hu,info@fordracz.hu,http://fordracz.hu/,fordracz.hu,4.8,136,184.0,ChIJh6TQ0g7ZQUcR4NdC-9i-yZA,https://www.google.com/maps/search/?api=1&query=Ford%20R%C3%A1cz%20Mobil%20%26%20Saab%20Service&query_place_id=ChIJh6TQ0g7ZQUcR4NdC-9i-yZA,autó szerviz
Benefit Autokontroll Kft.,Autóellenőrző állomás,"Budapest, Rákospalotai határút 14, 1158 Magyarország",Budapest,XV. kerület,1158,+36 20 277 9733,benefitkontroll@gmail.com,benefitkontroll@gmail.com,https://benefitauto.hu/,benefitauto.hu,4.8,131,179.0,ChIJd9sIljHbQUcRf4WFjKRDXDk,https://www.google.com/maps/search/?api=1&query=Benefit%20Autokontroll%20Kft.&query_place_id=ChIJd9sIljHbQUcRf4WFjKRDXDk,műszaki vizsga
Krasznai Autó- és gumiszerviz / Stone-Auto Kft.,Autószerelő,"Budapest, Csurgói út 15, 1119 Magyarország",Budapest,XI. kerület,1119,+36 20 565 2105,info@krasznaigumi.hu,info@krasznaigumi.hu,http://www.krasznaigumi.hu/,krasznaigumi.hu,4.7,131,178.0,ChIJSSGOFJrdQUcRqBI2lrRVItc,https://www.google.com/maps/search/?api=1&query=Krasznai%20Aut%C3%B3-%20%C3%A9s%20gumiszerviz%20%2F%20Stone-Auto%20Kft.&query_place_id=ChIJSSGOFJrdQUcRqBI2lrRVItc,gumi csere
Fiat szerviz Budapest,Autószerelő,"Budapest, Bojtár u. 36, 1037 Magyarország",Budapest,III. kerület,1037,+36 30 241 9897,info@watzauto.hu,info@watzauto.hu,http://watzauto.hu/,watzauto.hu,4.6,131,177.0,ChIJByu1qAvZQUcRUmNHBMfFwdc,https://www.google.com/maps/search/?api=1&query=Fiat%20szerviz%20Budapest&query_place_id=ChIJByu1qAvZQUcRUmNHBMfFwdc,autószerviz
"GUMIS, műszaki vizsgálóállomás; gumiabroncs szervíz; műszaki vizsgaállomás; gumicentrum, műszaki vizsga",Gumiszerviz,"Budapest, Fáy u. 16, 1139 Magyarország",Budapest,XIII. kerület,1139,+36 70 575 8674,obudaautotechnik@gmail.com,obudaautotechnik@gmail.com,http://www.gumicentrum.net/,gumicentrum.net,4.6,128,174.0,ChIJQ9GiOMDbQUcRdWXcDerZePY,https://www.google.com/maps/search/?api=1&query=GUMIS%2C%20m%C5%B1szaki%20vizsg%C3%A1l%C3%B3%C3%A1llom%C3%A1s%3B%20gumiabroncs%20szerv%C3%ADz%3B%20m%C5%B1szaki%20vizsga%C3%A1llom%C3%A1s%3B%20gumicentrum%2C%20m%C5%B1szaki%20vizsga&query_place_id=ChIJQ9GiOMDbQUcRdWXcDerZePY,autószerviz
Bosch Car Service - Pryma Autócentrum,Autójavító,"Budapest, Hattyú u. 1, 1015 Magyarország",Budapest,I. kerület,1015,+36 1 201 2643,szerviz@pryma.hu,szerviz@pryma.hu,https://www.pryma.hu/,pryma.hu,4.7,126,173.0,ChIJdRHunB7cQUcRPY1FmMadKwM,https://www.google.com/maps/search/?api=1&query=Bosch%20Car%20Service%20-%20Pryma%20Aut%C3%B3centrum&query_place_id=ChIJdRHunB7cQUcRPY1FmMadKwM,műszaki vizsga
Piros Autószerviz Calor-Daru Kft,Autójavító,"Budapest, Bojtár u. 33, 1037 Magyarország",Budapest,III. kerület,1037,+36 30 951 3068,sozso@piros-autoszerviz.hu,sozso@piros-autoszerviz.hu;sozso@calordaru.hu,https://www.piros-autoszerviz.hu/,piros-autoszerviz.hu,4.7,124,171.0,ChIJvW_5BQvZQUcRQwi7H9epzLg,https://www.google.com/maps/search/?api=1&query=Piros%20Aut%C3%B3szerviz%20Calor-Daru%20Kft&query_place_id=ChIJvW_5BQvZQUcRQwi7H9epzLg,autószerviz
Car-Téka Kft.,Autószerelő,"Budapest, Nagytétényi út 3, 1222 Magyarország",Budapest,XXII. kerület,1222,+36 70 563 1914,cartekakft@gmail.com,cartekakft@gmail.com,http://www.muszakivizsga-22ker.hu/,muszakivizsga-22ker.hu,4.6,124,170.0,ChIJ2XMJM6jnQUcR-7z-sd58MWA,https://www.google.com/maps/search/?api=1&query=Car-T%C3%A9ka%20Kft.&query_place_id=ChIJ2XMJM6jnQUcR-7z-sd58MWA,autószerviz
Pada Trade Kft.,Autóvillamosság,"Budapest, Kölcsey u. 40a, 1188 Magyarország",Budapest,XVIII. kerület,1188,+36 30 961 6336,pada.trade@gmail.com,pada.trade@gmail.com;duzsati@gmail.com,http://autoszerviz18.hu/,autoszerviz18.hu,4.2,127,169.0,ChIJ-7Ypg-TpQUcRKUjFcKU9nQE,https://www.google.com/maps/search/?api=1&query=Pada%20Trade%20Kft.&query_place_id=ChIJ-7Ypg-TpQUcRKUjFcKU9nQE,autóklíma szerviz
0-24 Comfort Mobil Gumiszerviz Angyalföld,Gumiabroncs-szerviz,"Budapest, Kartács u. 8, 1139 Magyarország",Budapest,XIII. kerület,1139,+36 30 168 0565,comfortgumiszerviz@gmail.com,comfortgumiszerviz@gmail.com,https://comfortgumiszerviz.hu/,comfortgumiszerviz.hu,5.0,117,167.0,ChIJb3xWdB3bQUcRDAaOVHkQuvc,https://www.google.com/maps/search/?api=1&query=0-24%20Comfort%20Mobil%20Gumiszerviz%20Angyalf%C3%B6ld&query_place_id=ChIJb3xWdB3bQUcRDAaOVHkQuvc,autó szerviz
Marsopont,Autógumi,"Budapest, Kika parkoló, Bevásárló u. 6, 1238 Magyarország",Budapest,XXIII. kerület,1238,+36 42 204 080,ugyfelszolgalat@marso.hu,ugyfelszolgalat@marso.hu,http://www.marso.hu/,marso.hu,4.2,125,167.0,ChIJB-ypYbTpQUcRnH3vx5TcgtA,https://www.google.com/maps/search/?api=1&query=Marsopont&query_place_id=ChIJB-ypYbTpQUcRnH3vx5TcgtA,gumiszerviz
Wührl és Társai Szerviz Kft.,Autójavító,"Üröm, Ürömi út 12, 2096 Magyarország",Üröm,,2096,+36 26 336 063,info@wservice.hu,wuhrlszerviz@gmail.com;info@wservice.hu,http://www.wservice.hu/,wservice.hu,4.7,119,166.0,ChIJEX2YXkbYQUcRmSLkeKWo3Ts,https://www.google.com/maps/search/?api=1&query=W%C3%BChrl%20%C3%A9s%20T%C3%A1rsai%20Szerviz%20Kft.&query_place_id=ChIJEX2YXkbYQUcRmSLkeKWo3Ts,autószerviz
Autógumi-Futómű Szerviz,Gumiabroncs-szerviz,"Budapest, Krizantém u. 1, 1214 Magyarország",Budapest,XXI. kerület,1214,+36 1 276 0237,valami@rfgumi.hu,valami@rfgumi.hu,https://rfgumi.hu/,rfgumi.hu,4.5,121,166.0,ChIJncXS_cXnQUcRAP19dzdQToQ,https://www.google.com/maps/search/?api=1&query=Aut%C3%B3gumi-Fut%C3%B3m%C5%B1%20Szerviz&query_place_id=ChIJncXS_cXnQUcRAP19dzdQToQ,gumiszerviz
LB Gumi Kft.,Autógumi,"Budapest, Spar parkoló, Damjanich u. 11-15, 1071 Magyarország",Budapest,VII. kerület,1071,+36 1 322 9634,lbgumikft@gmail.com,lbgumikft@gmail.com,http://lbgumi.hu/,lbgumi.hu,4.8,117,165.0,ChIJScb-0WTcQUcR4YH6-Gd6_l4,https://www.google.com/maps/search/?api=1&query=LB%20Gumi%20Kft.&query_place_id=ChIJScb-0WTcQUcR4YH6-Gd6_l4,gumi csere
Kostyál Gumiklinika,Gumiabroncs-szaküzlet,"Budapest, Csalogány u. 34, 1015 Magyarország",Budapest,I. kerület,1015,+36 1 487 2090,kostyal1@gumi-klinika.hu,kostyal1@gumi-klinika.hu;kostyal2@gumi-klinika.hu;kostyal3@gumi-klinika.hu,http://www.gumi-klinika.hu/,gumi-klinika.hu,4.1,122,163.0,ChIJcVuo1R3cQUcR9yTq9iP79WI,https://www.google.com/maps/search/?api=1&query=Kosty%C3%A1l%20Gumiklinika&query_place_id=ChIJcVuo1R3cQUcR9yTq9iP79WI,gumi csere
Halász-Garázs Bt,Gumiabroncs-szaküzlet,"Budapest, Gyöngyösi u. 95, 1138 Magyarország",Budapest,XIII. kerület,1138,+36 70 295 9529,halaszgarazs@halaszgarazs.hu,halaszgarazs@halaszgarazs.hu,http://www.halaszgarazs.hu/,halaszgarazs.hu,4.4,118,162.0,ChIJJ39h2LDbQUcRF6s0gx8beHM,https://www.google.com/maps/search/?api=1&query=Hal%C3%A1sz-Gar%C3%A1zs%20Bt&query_place_id=ChIJJ39h2LDbQUcRF6s0gx8beHM,gumiszerviz
Autószerviz 0-24,Autószerelő,"Budapest, Ifjúmunkás u. 4, 1091 Magyarország",Budapest,IX. kerület,1091,+36 30 912 1234,segitseg@autoszerviz0-24.hu,segitseg@autoszerviz0-24.hu,https://www.autoszerviz0-24.hu/,autoszerviz0-24.hu,4.4,115,159.0,ChIJrde3windQUcR2crYObnQhHE,https://www.google.com/maps/search/?api=1&query=Aut%C3%B3szerviz%200-24&query_place_id=ChIJrde3windQUcR2crYObnQhHE,autójavítás
"Autószerviz Budapest, Váci út - LANZS Kft.",Autójavító,"Budapest, Váci út 39, 1044 Magyarország",Budapest,IV. kerület,1044,+36 1 300 9123,ugyfelszolgalat@lanzs.hu,ugyfelszolgalat@lanzs.hu,https://lanzs.hu/,lanzs.hu,4.9,109,158.0,ChIJTx_Ng63bQUcRxazlAUkuSv4,https://www.google.com/maps/search/?api=1&query=Aut%C3%B3szerviz%20Budapest%2C%20V%C3%A1ci%20%C3%BAt%20-%20LANZS%20Kft.&query_place_id=ChIJTx_Ng63bQUcRxazlAUkuSv4,autószerviz
Nyiry Autójavító,Sofőrszolgálat,"Budapest, Budenz út 4b, 1021 Magyarország",Budapest,II. kerület,1021,+36 70 770 7441,ugyfelszolgalat@datatrans.hu,ugyfelszolgalat@datatrans.hu,https://nyiry-autojavito.hu/,nyiry-autojavito.hu,4.4,114,158.0,ChIJO7N1BtDeQUcRD21Gnw8nwkQ,https://www.google.com/maps/search/?api=1&query=Nyiry%20Aut%C3%B3jav%C3%ADt%C3%B3&query_place_id=ChIJO7N1BtDeQUcRD21Gnw8nwkQ,műszaki vizsga
Csillaghegyi Gumicenter Bt.,Autógumi,"Budapest, Királyok útja 170, 1039 Magyarország",Budapest,III. kerület,1039,+36 1 240 2508,info@csillaghegyi-gumicenter.hu,info@csillaghegyi-gumicenter.hu,http://www.csillaghegyi-gumicenter.hu/,csillaghegyi-gumicenter.hu,4.8,108,156.0,ChIJeZ7OgO_ZQUcRP9dHvaXjU6o,https://www.google.com/maps/search/?api=1&query=Csillaghegyi%20Gumicenter%20Bt.&query_place_id=ChIJeZ7OgO_ZQUcRP9dHvaXjU6o,gumi csere
"Dajkahajó Kft Autójavító műhely, műszaki vizsgálóállomás",Autóellenőrző állomás,"Budapest, Alsó határút 173, 1204 Magyarország",Budapest,XX. kerület,1204,+36 70 312 7650,info@dajkahajo.hu,info@dajkahajo.hu,http://www.dajkahajo.hu/,dajkahajo.hu,4.6,109,155.0,ChIJy5YL25zCQUcRx2_LmnXZavo,https://www.google.com/maps/search/?api=1&query=Dajkahaj%C3%B3%20Kft%20Aut%C3%B3jav%C3%ADt%C3%B3%20m%C5%B1hely%2C%20m%C5%B1szaki%20vizsg%C3%A1l%C3%B3%C3%A1llom%C3%A1s&query_place_id=ChIJy5YL25zCQUcRx2_LmnXZavo,autó szerviz
"Sprint Autóklinika Kft. | Márkafüggetlen szakszerviz, Karosszéria javítás, autófényezés",Autószerelő,"Budapest, Bojtár u. 36, 1037 Magyarország",Budapest,III. kerület,1037,+36 70 338 3593,szerviz@sprintautoklinika.hu,szerviz@sprintautoklinika.hu;karosszeria@sprintautoklinika.hu;todor@sprintautoklinika.hu;ugyfelszolgalat@profitarhely.hu,http://www.sprintautoklinika.hu/,sprintautoklinika.hu,4.9,105,154.0,ChIJVWr9XgrZQUcR-gMbWI1MLB4,https://www.google.com/maps/search/?api=1&query=Sprint%20Aut%C3%B3klinika%20Kft.%20%7C%20M%C3%A1rkaf%C3%BCggetlen%20szakszerviz%2C%20Karossz%C3%A9ria%20jav%C3%ADt%C3%A1s%2C%20aut%C3%B3f%C3%A9nyez%C3%A9s&query_place_id=ChIJVWr9XgrZQUcR-gMbWI1MLB4,autó szerviz
Barkász Márkafüggetlen Autószerviz és Vizsgaállomás - Barkasz Car Service Company,Autószerelő,"Budapest, Nóra u. 11, 1028 Magyarország",Budapest,II. kerület,1028,+36 30 799 9505,info@barkaszauto.hu,info@barkaszauto.hu;barkasz.gabor@barkaszauto.hu;info@elin.hu,https://barkaszauto.hu/,barkaszauto.hu,4.8,106,154.0,ChIJoylqDXPZQUcRSu9NeRoa3SM,https://www.google.com/maps/search/?api=1&query=Bark%C3%A1sz%20M%C3%A1rkaf%C3%BCggetlen%20Aut%C3%B3szerviz%20%C3%A9s%20Vizsga%C3%A1llom%C3%A1s%20-%20Barkasz%20Car%20Service%20Company&query_place_id=ChIJoylqDXPZQUcRSu9NeRoa3SM,autószerviz
"ORIGIN CARS - HONDA AUTÓSZERVIZ ÉS TUNING, EREDETVIZSGÁLAT, AUTÓKLÍMA TÖLTÉS – JAVÍTÁS",Autószerelő,"Budapest, Ady Endre út 110/B, 1215 Magyarország",Budapest,XXI. kerület,1215,+36 70 652 1558,info@origincars.hu,info@origincars.hu,http://www.origincars.hu/,origincars.hu,5.0,104,154.0,ChIJv77YGY3dQUcR88pTpnnYWnM,https://www.google.com/maps/search/?api=1&query=ORIGIN%20CARS%20-%20HONDA%20AUT%C3%93SZERVIZ%20%C3%89S%20TUNING%2C%20EREDETVIZSG%C3%81LAT%2C%20AUT%C3%93KL%C3%8DMA%20T%C3%96LT%C3%89S%20%E2%80%93%20JAV%C3%8DT%C3%81S&query_place_id=ChIJv77YGY3dQUcR88pTpnnYWnM,autóklíma szerviz
Félóra Gyorsszerviz,Autószerelő,"Budapest, Batthyány u. 68, 1039 Magyarország",Budapest,III. kerület,1039,+36 20 235 2030,felorakft@gmail.com,felorakft@gmail.com,http://feloraszerviz.hu/,feloraszerviz.hu,4.6,107,153.0,ChIJ7Ubzx9zZQUcRISXn9Pol1Wg,https://www.google.com/maps/search/?api=1&query=F%C3%A9l%C3%B3ra%20Gyorsszerviz&query_place_id=ChIJ7Ubzx9zZQUcRISXn9Pol1Wg,autó szerviz
Bihari Tibor e.v.,Autószerelő,"Budapest, Üllői út 786, 1185 Magyarország",Budapest,XVIII. kerület,1185,+36 30 944 1288,bihariautoklinika@invitel.hu,bihariautoklinika@invitel.hu;bihariautoklinika@digikabel.hu;bihariautoklinika@outlook.hu,http://www.bihariautoklinika.hu/,bihariautoklinika.hu,4.1,110,151.0,ChIJmbdUqevBQUcRE4gQVcR9lP8,https://www.google.com/maps/search/?api=1&query=Bihari%20Tibor%20e.v.&query_place_id=ChIJmbdUqevBQUcRE4gQVcR9lP8,autószerviz
Eredetiségvizsgálat Kft.,Autószerelő,"Budapest, Tatai u. 82, 1135 Magyarország",Budapest,XIII. kerület,1135,+36 70 330 2184,szerviz@muszakivizsgaztatas.hu,szerviz@muszakivizsgaztatas.hu,http://www.muszakivizsgaztatas.hu/,muszakivizsgaztatas.hu,4.8,102,150.0,ChIJo7n_1rzbQUcRz-SH4WP0D-8,https://www.google.com/maps/search/?api=1&query=Eredetis%C3%A9gvizsg%C3%A1lat%20Kft.&query_place_id=ChIJo7n_1rzbQUcRz-SH4WP0D-8,műszaki vizsga
Duna Autó Suzuki,Autószerelő,"Budapest, Zay út 24, 1037 Magyarország",Budapest,III. kerület,1037,+36 1 801 4099,info@dunaauto.hu,info@dunaauto.hu,http://dunaauto.hu/suzuki,dunaauto.hu,4.4,105,149.0,ChIJm3Rfj3LZQUcRe1KcH-q3avM,https://www.google.com/maps/search/?api=1&query=Duna%20Aut%C3%B3%20Suzuki&query_place_id=ChIJm3Rfj3LZQUcRe1KcH-q3avM,autó szerviz
Eredetvizsgálat Kft.,Gépjármű-ügyintézés,"Budapest, Fóti út 86, 1046 Magyarország",Budapest,IV. kerület,1046,+36 30 272 2333,tibi@tyller.t-online.hu,tibi@tyller.t-online.hu;erno@klimaerno.hu;klima.erno@upcmail.hu,http://www.eredetvizsga.eu/,eredetvizsga.eu,4.6,103,149.0,ChIJBfgCchXaQUcRkVCSc-wzRLs,https://www.google.com/maps/search/?api=1&query=Eredetvizsg%C3%A1lat%20Kft.&query_place_id=ChIJBfgCchXaQUcRkVCSc-wzRLs,műszaki vizsga
Csillag Autóház,Autószerelő,"Budapest, Rákóczi u. 39-41, 1039 Magyarország",Budapest,III. kerület,1039,+36 1 240 1214,szerviz@csillagautohaz.hu,szerviz@csillagautohaz.hu,http://www.csillagautohaz.hu/,csillagautohaz.hu,4.7,101,148.0,ChIJPQpgIsDZQUcRK4hTvokH7ns,https://www.google.com/maps/search/?api=1&query=Csillag%20Aut%C3%B3h%C3%A1z&query_place_id=ChIJPQpgIsDZQUcRK4hTvokH7ns,autó szerviz
Óbuda-Gumi Kft.,Gumiabroncs-szaküzlet,"Budapest, Kolostor út 28c, 1037 Magyarország",Budapest,III. kerület,1037,+36 1 240 8834,homonnaigumi@t-online.hu,homonnaigumi@t-online.hu,https://obudagumi.hu/,obudagumi.hu,4.6,101,147.0,ChIJmwDPMETZQUcRuNTwQNFqWOI,https://www.google.com/maps/search/?api=1&query=%C3%93buda-Gumi%20Kft.&query_place_id=ChIJmwDPMETZQUcRuNTwQNFqWOI,gumi csere
